Questions,Subject,cleaned_question,topic,Topic_Difficulty,student_id,quiz_attempt,score,time_taken,difficulty,recommended_next_topic,question,option_1,option_2,option_3,option_4,correct_answer
"A card sheet divided into squares each of size \( 1 \mathrm{mm}^{2} \) is being viewed at a
distance of \( 9 \mathrm{cm} \) through a magnifying glass (a converging lens of focal length \( 9 \mathrm{cm} \) ) held close to the eye.

In order to view the squares distinctly with the maximum possible magnifying
power.
(a) What is the magnification produced by the lens? How much is the area of each square in the virtual image?
(b) What is the angular magnification (magnifying power) of the lens?
(c) Is the magnification in
(a) equal to the magnifying power in (b)? Explain:",Physics,card sheet divided square size mathrmmm2 viewed distance mathrmcm magnifying glass converging lens focal length mathrmcm held close eye order view square distinctly maximum possible magnifying power magnification produced lens much area square virtual image angular magnification magnifying power lens magnification equal magnifying power explain,Optics,Easy,1088,7,56,283,Medium,electricity,,,,,,
"A long coaxial cable consists of two thin-walled conducting cylinders with
inner radius \( 2 c m \) and outer radius \( 8 c m \)
The inner cylinder carries a steady current \( 0.1 A \), and the outer cylinder
provides the return path for that current. The current produces a magnetic field between the two cylinders. Find the energy stored in the
magnetic field for length \( 5 m \) of the
cable. Express answer in \( n J \) (use
\( \ln 2=0.7) \)",Physics,long coaxial cable consists two thinwalled conducting cylinder inner radius outer radius inner cylinder carry steady current 01 outer cylinder provides return path current current produce magnetic field two cylinder find energy stored magnetic field length cable express answer use ln 207,Mechanics,Medium,1085,4,86,166,Hard,kinematics,,,,,,
"Calculate the critical angle between glass and air. (Given \( \left._{a} \mu_{g}=\frac{3}{2}\right) \)
A . 41.8
в. 45.8
c. 45
D. 30",Physics,calculate critical angle glass air given left_a mu_gfrac32right 418 458 45 30,Other,Unknown,1039,4,89,157,Hard,kinematics,,,,,,
"Curie temperature is the temperature
above which:
A. paramagnetic material becomes ferromagnetic material
B. ferromagnetic material becomes diamagnetic material
C. ferromagnetic material becomes paramagnetic material
D. paramagnetic material becomes diamagnetic material",Physics,curie temperature temperature paramagnetic material becomes ferromagnetic material ferromagnetic material becomes diamagnetic material ferromagnetic material becomes paramagnetic material paramagnetic material becomes diamagnetic material,Thermodynamics,Medium,1069,5,69,181,Medium,optics,"Curie temperature is the temperature
above which:",paramagnetic material becomes ferromagnetic material,ferromagnetic material becomes diamagnetic material,ferromagnetic material becomes paramagnetic material,paramagnetic material becomes diamagnetic material,
"fixed resistors of resistance \( 2.0 \Omega \) and
\( 4.0 \Omega \) connected in series with a \( 3.0 \Omega \)
resistor fitted with a sliding contact.
These are connected across a battery of
e.m.f \( 9.0 \mathrm{V} \) and zero internal resistance,
as shown
What are the maximum and the
minimum output voltages of this
potential divider circuit?
A. maximum voltage/V : \( 4.0 ; \) minimum voltage \( / V: 2.0 \)
B. maximum voltage/V : 5.0 ; minimum voltage/V : 2.0
C. maximum voltage/V : \( 9.0 ; \) minimum voltage \( / V: 0 \)
D. maximum voltage/V : 9.0 ; minimum voltage/ \( V: 2.0 \)",Physics,fixed resistor resistance 20 omega 40 omega connected series 30 omega resistor fitted sliding contact connected across battery emf 90 mathrmv zero internal resistance shown maximum minimum output voltage potential divider circuit maximum voltagev 40 minimum voltage 20 maximum voltagev 50 minimum voltagev 20 maximum voltagev 90 minimum voltage maximum voltagev 90 minimum voltage 20,Electricity,Hard,1097,7,40,60,Medium,optics,"fixed resistors of resistance \( 2.0 \Omega \) and
\( 4.0 \Omega \) connected in series with a \( 3.0 \Omega \)
resistor fitted with a sliding contact.
These are connected across a battery of
e.m.f \( 9.0 \mathrm{V} \) and zero internal resistance,
as shown
What are the maximum and the
minimum output voltages of this
potential divider circuit?",maximum voltage/V : \( 4.0 ; \) minimum voltage \( / V: 2.0 \),maximum voltage/V : 5.0 ; minimum voltage/V : 2.0,maximum voltage/V : \( 9.0 ; \) minimum voltage \( / V: 0 \),maximum voltage/V : 9.0 ; minimum voltage/ \( V: 2.0 \),
"The distance of the sun form the earth
is \( 1.5 \times 10^{11} \) and its diameter is \( 1.40 \times \)
\( 10^{9} m . \) The diameter of the image of the
sun formed by a lens of focal length \( 1 \boldsymbol{m} \)
is nearly:
A \( \cdot 1 \times 10^{-4} m \)
в. \( 1 \times 10^{-3} \mathrm{m} \)
c. \( 1 \times 10^{-2} m \)
D. \( 100 m \)",Physics,distance sun form earth 15 time 1011 diameter 140 time 109 diameter image sun formed lens focal length boldsymbolm nearly cdot time 104 time 103 mathrmm time 102 100,Optics,Easy,1031,4,37,232,Easy,optics,,,,,,
"If two bodies \( A \) and \( B \) (A bigger in size than \( \mathrm{B} \) ) are rubbed together, then :
A. A and B get equal and opposite charges
B. A and B get equal and similar charges
c. A gets more charge than B, but of opposite kind
D. A gets less charge than B, but of same kind",Physics,two body bigger size mathrmb rubbed together get equal opposite charge get equal similar charge get charge opposite kind get less charge kind,Electricity,Hard,1094,8,81,268,Hard,thermodynamics,"If two bodies \( A \) and \( B \) (A bigger in size than \( \mathrm{B} \) ) are rubbed together, then :",A and B get equal and opposite charges,A and B get equal and similar charges,"A gets more charge than B, but of opposite kind","A gets less charge than B, but of same kind",
"The activity present after 50 minutes.
A \( \cdot 4.1 \times 10^{4} B q \)
в. \( 3.6 \times 10^{5} \) В \( q \)
c. \( 7.5 \times 10^{5} \) В \( q \)
D. \( 1.4 \times 10^{6} \) В \( q \)",Physics,activity present 50 minute cdot 41 time 104 36 time 105 75 time 105 14 time 106,Other,Unknown,1057,2,22,112,Easy,other,,,,,,
"A material has Poisson's ratio 0.5 . if a
uniform rod of it suffers a longitudinal
strain of \( 2 \times 10^{3}, \) then the percentage
change in volume is
A . 0.6
B. 0.4
\( c .0 .2 \)
D. zero",Physics,material poissons ratio 05 uniform rod suffers longitudinal strain time 103 percentage change volume 06 04 zero,Kinematics,Easy,1078,10,76,297,Hard,kinematics,,,,,,
"An infinitely long wire is kept along z-
axis from \( z=-\infty \) to \( z=+\infty, \) having
uniform linear charge density \( \frac{10}{9} n C / m . \) The electric field \( \vec{E} \) at point \( (6 \mathrm{cm}, 8 \mathrm{cm}, 10 \mathrm{cm}) \) will be:
\( A \cdot(160 i+120 j+200 k) N / C \)
B. (200 k) N/C
\( c \cdot(160 i+120 j) N / c \)
D. \( (120 \mathrm{i}+160 \mathrm{j}) \mathrm{N} / \mathrm{C} \)",Physics,infinitely long wire kept along axis zinfty zinfty uniform linear charge density frac109 electric field vece point mathrmcm mathrmcm 10 mathrmcm cdot160 i120 j200 200 nc cdot160 i120 120 mathrmi160 mathrmj mathrmn mathrmc,Kinematics,Easy,1005,3,54,112,Medium,mechanics,,,,,,
"Fuse wire should be placed in the path
of wire
A. Neutral
B. Phase
c. Earth
D. None of these",Physics,fuse wire placed path wire neutral phase earth none,Other,Unknown,1054,7,67,203,Medium,mechanics,"Fuse wire should be placed in the path
of wire",Neutral,Phase,Earth,None of these,
"Two waves having same velocity enter electric and magnetic fields
respectively. If \( \lambda_{1} \) and \( \lambda_{2} \) are
their wavelengths as they move in the
fields, then
A \( \cdot \lambda_{1}, \lambda_{2} \) are constants
B. \( \lambda_{1} \) and \( \lambda_{2} \) are variable
c. \( \lambda_{1} \) is variable \( \lambda_{2} \) is constant
D. \( \lambda_{2} \) is variable, \( \lambda_{1} \) is constant",Physics,two wave velocity enter electric magnetic field respectively lambda_1 lambda_2 wavelength move field cdot lambda_1 lambda_2 constant lambda_1 lambda_2 variable lambda_1 variable lambda_2 constant lambda_2 variable lambda_1 constant,Kinematics,Easy,1067,10,29,40,Easy,kinematics,,,,,,
"A metallic rod of length 'L' and crosssection 'A' has Young's modulus 'Y' and coefficient of linear expansion \( \alpha \). If the
rod is heated to a temperature 'T', then the energy stored per unit volume is:
A \( \cdot \frac{1}{2} Y \alpha^{2} T^{2} \)
B. \( \frac{1}{2} Y A \alpha^{2} T^{2} \)
c. \( \frac{1}{2} Y A \alpha T \)
D. \( \frac{1}{2} Y A^{2} \alpha^{2} T^{2} \)",Physics,metallic rod length crosssection young modulus coefficient linear expansion alpha rod heated temperature energy stored per unit volume cdot frac12 alpha2 t2 frac12 alpha2 t2 frac12 alpha frac12 a2 alpha2 t2,Mechanics,Medium,1076,7,89,254,Hard,thermodynamics,,,,,,
"Two sound sources produce progressive
waves given by \( y_{1}=12 \cos (100 \pi t) \) and
\( \boldsymbol{y}_{2}=4 \cos (102 \pi t) \) near the ear of an
observer. When sounded together, the observer will hear:
A. 2 beats per second with an intensity ratio of maximun to minimum nearly 4:
B. 1 beat per second with an intensity ratio of maximumm to minimum nearly \( \sqrt{2}: 1 \)
c. 2 beats per second with an intensity ratio of maximun to minimum nearly 9 :
D. 1 beat per second with an intensity ratio of maximumm to minimum nearly 4:",Physics,two sound source produce progressive wave given y_112 co 100 pi boldsymboly_24 co 102 pi near ear observer sounded together observer hear beat per second intensity ratio maximun minimum nearly beat per second intensity ratio maximumm minimum nearly sqrt2 beat per second intensity ratio maximun minimum nearly beat per second intensity ratio maximumm minimum nearly,Other,Unknown,1043,8,77,155,Hard,thermodynamics,"Two sound sources produce progressive
waves given by \( y_{1}=12 \cos (100 \pi t) \) and
\( \boldsymbol{y}_{2}=4 \cos (102 \pi t) \) near the ear of an
observer. When sounded together, the observer will hear:",2 beats per second with an intensity ratio of maximun to minimum nearly 4:,1 beat per second with an intensity ratio of maximumm to minimum nearly \( \sqrt{2}: 1 \),2 beats per second with an intensity ratio of maximun to minimum nearly 9 :,1 beat per second with an intensity ratio of maximumm to minimum nearly 4:,
"A road runs midway between two parallel rows of buildings. A motorist moving with a speed of \( 36 \mathrm{km} / \) hour sounds the horn. He hears the echo one
second after he has sounded the horn. The distance between the 2 rows of
buildings is (Velocity of sound is 330 \( \mathrm{m} / \mathrm{s}) \)
A. 300 \( m \)
B. 150 \( m \)
\( c \cdot 1080 m \)
D. 330 m",Physics,road run midway two parallel row building motorist moving speed 36 mathrmkm hour sound horn hears echo one second sounded horn distance row building velocity sound 330 mathrmm mathrms 300 150 cdot 1080 330,Kinematics,Easy,1073,8,50,160,Medium,mechanics,,,,,,
"State whether true or false:
A boy throws a ball down from the second floor of a building. In this case, electrostatic force is acting on the ball.
A. True
B. False",Physics,state whether true false boy throw ball second floor building case electrostatic force acting ball true false,Mechanics,Medium,1007,3,81,287,Hard,thermodynamics,,,,,,
"A condenser and a \( 30 \Omega \) resistance are
connected in series. When they are
connected to 120 V A.C. source then the
current flowing in the circuit is 1A The
p.d. across the ends of the condenser
will be nearly
\( A \cdot 1 v \)
B. 116 \( v \)
c. zero
D. 220",Physics,condenser 30 omega resistance connected series connected 120 ac source current flowing circuit 1a pd across end condenser nearly cdot 116 zero 220,Electricity,Hard,1092,1,54,205,Medium,electricity,"A condenser and a \( 30 \Omega \) resistance are
connected in series. When they are
connected to 120 V A.C. source then the
current flowing in the circuit is 1A The
p.d. across the ends of the condenser
will be nearly
\( A \cdot 1 v \)","C. source then the
current flowing in the circuit is 1A The
p.d. across the ends of the condenser
will be nearly
\( A \cdot 1 v \)",116 \( v \),zero,220,
"An alternating voltage given as \( \boldsymbol{V}= \) \( \mathbf{1 0 0} \sqrt{\mathbf{2}} \sin 100 t \quad \) is applied to a
capacitor of \( 1 \mu F \). The current reading of
the ammeter will be equal to \( \mathrm{mA} \)
A . 10
B . 20
c. 40
D. 80",Physics,alternating voltage given boldsymbolv mathbf1 sqrtmathbf2 sin 100 quad applied capacitor mu current reading ammeter equal mathrmma 10 20 40 80,Electricity,Hard,1092,10,46,264,Medium,mechanics,,,,,,
